# Generated Historical Prices (30 days) - ALL STOCKS

# HDFCBANK.NS
[{'date': '2025-12-09', 'close': 899.14}, {'date': '2025-12-10', 'close': 907.23}, {'date': '2025-12-11', 'close': 921.93}, {'date': '2025-12-12', 'close': 904.36}, {'date': '2025-12-13', 'close': 912.01}, {'date': '2025-12-14', 'close': 919.05}, {'date': '2025-12-15', 'close': 906.54}, {'date': '2025-12-16', 'close': 886.55}, {'date': '2025-12-17', 'close': 886.95}, {'date': '2025-12-18', 'close': 873.87}, {'date': '2025-12-19', 'close': 855.76}, {'date': '2025-12-20', 'close': 872.03}, {'date': '2025-12-21', 'close': 895.44}, {'date': '2025-12-22', 'close': 916.4}, {'date': '2025-12-23', 'close': 899.45}, {'date': '2025-12-24', 'close': 884.71}, {'date': '2025-12-25', 'close': 871.75}, {'date': '2025-12-26', 'close': 893.33}, {'date': '2025-12-27', 'close': 892.28}, {'date': '2025-12-28', 'close': 890.25}, {'date': '2025-12-29', 'close': 882.03}, {'date': '2025-12-30', 'close': 864.02}, {'date': '2025-12-31', 'close': 879.51}, {'date': '2026-01-01', 'close': 894.38}, {'date': '2026-01-02', 'close': 877.99}, {'date': '2026-01-03', 'close': 870.4}, {'date': '2026-01-04', 'close': 858.38}, {'date': '2026-01-05', 'close': 855.88}, {'date': '2026-01-06', 'close': 854.85}, {'date': '2026-01-07', 'close': 948.9}],
[{'date': '2025-12-09', 'close': 11757.21}, {'date': '2025-12-10', 'close': 11514.91}, {'date': '2025-12-11', 'close': 11521.4}, {'date': '2025-12-12', 'close': 11760.62}, {'date': '2025-12-13', 'close': 12021.43}, {'date': '2025-12-14', 'close': 12161.11}, {'date': '2025-12-15', 'close': 12294.27}, {'date': '2025-12-16', 'close': 12097.79}, {'date': '2025-12-17', 'close': 11964.47}, {'date': '2025-12-18', 'close': 12112.98}, {'date': '2025-12-19', 'close': 12356.12}, {'date': '2025-12-20', 'close': 12161.23}, {'date': '2025-12-21', 'close': 12340.27}, {'date': '2025-12-22', 'close': 12621.98}, {'date': '2025-12-23', 'close': 12779.91}, {'date': '2025-12-24', 'close': 12485.91}, {'date': '2025-12-25', 'close': 12518.81}, {'date': '2025-12-26', 'close': 12754.39}, {'date': '2025-12-27', 'close': 12474.4}, {'date': '2025-12-28', 'close': 12350.95}, {'date': '2025-12-29', 'close': 12384.54}, {'date': '2025-12-30', 'close': 12281.24}, {'date': '2025-12-31', 'close': 12116.28}, {'date': '2026-01-01', 'close': 12182.26}, {'date': '2026-01-02', 'close': 12297.69}, {'date': '2026-01-03', 'close': 12487.67}, {'date': '2026-01-04', 'close': 12193.65}, {'date': '2026-01-05', 'close': 11918.65}, {'date': '2026-01-06', 'close': 11729.27}, {'date': '2026-01-07', 'close': 12117.0}],

# M&M.NS
[{'date': '2025-12-09', 'close': 3577.42}, {'date': '2025-12-10', 'close': 3633.46}, {'date': '2025-12-11', 'close': 3720.57}, {'date': '2025-12-12', 'close': 3668.63}, {'date': '2025-12-13', 'close': 3684.93}, {'date': '2025-12-14', 'close': 3614.13}, {'date': '2025-12-15', 'close': 3705.62}, {'date': '2025-12-16', 'close': 3695.2}, {'date': '2025-12-17', 'close': 3646.45}, {'date': '2025-12-18', 'close': 3592.07}, {'date': '2025-12-19', 'close': 3595.36}, {'date': '2025-12-20', 'close': 3672.08}, {'date': '2025-12-21', 'close': 3614.71}, {'date': '2025-12-22', 'close': 3596.73}, {'date': '2025-12-23', 'close': 3658.07}, {'date': '2025-12-24', 'close': 3626.17}, {'date': '2025-12-25', 'close': 3624.07}, {'date': '2025-12-26', 'close': 3544.05}, {'date': '2025-12-27', 'close': 3527.36}, {'date': '2025-12-28', 'close': 3465.91}, {'date': '2025-12-29', 'close': 3454.16}, {'date': '2025-12-30', 'close': 3481.95}, {'date': '2025-12-31', 'close': 3451.85}, {'date': '2026-01-01', 'close': 3396.88}, {'date': '2026-01-02', 'close': 3355.37}, {'date': '2026-01-03', 'close': 3394.22}, {'date': '2026-01-04', 'close': 3419.55}, {'date': '2026-01-05', 'close': 3505.06}, {'date': '2026-01-06', 'close': 3546.67}, {'date': '2026-01-07', 'close': 3785.0}],

# ADANIPORTS.NS
[{'date': '2025-12-09', 'close': 1379.0}, {'date': '2025-12-10', 'close': 1388.04}, {'date': '2025-12-11', 'close': 1366.12}, {'date': '2025-12-12', 'close': 1394.63}, {'date': '2025-12-13', 'close': 1403.65}, {'date': '2025-12-14', 'close': 1391.01}, {'date': '2025-12-15', 'close': 1409.97}, {'date': '2025-12-16', 'close': 1434.69}, {'date': '2025-12-17', 'close': 1462.7}, {'date': '2025-12-18', 'close': 1457.11}, {'date': '2025-12-19', 'close': 1447.22}, {'date': '2025-12-20', 'close': 1465.18}, {'date': '2025-12-21', 'close': 1498.57}, {'date': '2025-12-22', 'close': 1530.0}, {'date': '2025-12-23', 'close': 1518.4}, {'date': '2025-12-24', 'close': 1499.76}, {'date': '2025-12-25', 'close': 1463.84}, {'date': '2025-12-26', 'close': 1476.14}, {'date': '2025-12-27', 'close': 1453.1}, {'date': '2025-12-28', 'close': 1442.5}, {'date': '2025-12-29', 'close': 1438.4}, {'date': '2025-12-30', 'close': 1442.03}, {'date': '2025-12-31', 'close': 1436.26}, {'date': '2026-01-01', 'close': 1432.63}, {'date': '2026-01-02', 'close': 1406.06}, {'date': '2026-01-03', 'close': 1412.65}, {'date': '2026-01-04', 'close': 1434.62}, {'date': '2026-01-05', 'close': 1438.17}, {'date': '2026-01-06', 'close': 1454.57}, {'date': '2026-01-07', 'close': 1464.0}],

# GRASIM.NS
[{'date': '2025-12-09', 'close': 2769.48}, {'date': '2025-12-10', 'close': 2816.32}, {'date': '2025-12-11', 'close': 2792.91}, {'date': '2025-12-12', 'close': 2789.69}, {'date': '2025-12-13', 'close': 2770.86}, {'date': '2025-12-14', 'close': 2793.44}, {'date': '2025-12-15', 'close': 2824.97}, {'date': '2025-12-16', 'close': 2873.95}, {'date': '2025-12-17', 'close': 2896.93}, {'date': '2025-12-18', 'close': 2899.07}, {'date': '2025-12-19', 'close': 2939.4}, {'date': '2025-12-20', 'close': 3007.07}, {'date': '2025-12-21', 'close': 3013.57}, {'date': '2025-12-22', 'close': 2984.02}, {'date': '2025-12-23', 'close': 2921.53}, {'date': '2025-12-24', 'close': 2871.91}, {'date': '2025-12-25', 'close': 2926.98}, {'date': '2025-12-26', 'close': 2860.23}, {'date': '2025-12-27', 'close': 2923.38}, {'date': '2025-12-28', 'close': 2970.0}, {'date': '2025-12-29', 'close': 2975.22}, {'date': '2025-12-30', 'close': 2907.32}, {'date': '2025-12-31', 'close': 2934.29}, {'date': '2026-01-01', 'close': 2972.66}, {'date': '2026-01-02', 'close': 2930.55}, {'date': '2026-01-03', 'close': 2882.98}, {'date': '2026-01-04', 'close': 2907.24}, {'date': '2026-01-05', 'close': 2925.33}, {'date': '2026-01-06', 'close': 2993.53}, {'date': '2026-01-07', 'close': 2865.0}],

# WIPRO.NS
[{'date': '2025-12-09', 'close': 439.55}, {'date': '2025-12-10', 'close': 438.34}, {'date': '2025-12-11', 'close': 446.05}, {'date': '2025-12-12', 'close': 442.74}, {'date': '2025-12-13', 'close': 434.1}, {'date': '2025-12-14', 'close': 439.58}, {'date': '2025-12-15', 'close': 435.69}, {'date': '2025-12-16', 'close': 445.3}, {'date': '2025-12-17', 'close': 434.92}, {'date': '2025-12-18', 'close': 425.3}, {'date': '2025-12-19', 'close': 433.73}, {'date': '2025-12-20', 'close': 424.36}, {'date': '2025-12-21', 'close': 421.93}, {'date': '2025-12-22', 'close': 420.48}, {'date': '2025-12-23', 'close': 419.85}, {'date': '2025-12-24', 'close': 414.51}, {'date': '2025-12-25', 'close': 420.87}, {'date': '2025-12-26', 'close': 412.05}, {'date': '2025-12-27', 'close': 421.1}, {'date': '2025-12-28', 'close': 416.13}, {'date': '2025-12-29', 'close': 420.0}, {'date': '2025-12-30', 'close': 420.79}, {'date': '2025-12-31', 'close': 419.37}, {'date': '2026-01-01', 'close': 422.4}, {'date': '2026-01-02', 'close': 415.21}, {'date': '2026-01-03', 'close': 419.38}, {'date': '2026-01-04', 'close': 417.73}, {'date': '2026-01-05', 'close': 414.06}, {'date': '2026-01-06', 'close': 407.77}, {'date': '2026-01-07', 'close': 456.8}],

# META
[{'date': '2025-12-09', 'close': 46235.85}, {'date': '2025-12-10', 'close': 46435.8}, {'date': '2025-12-11', 'close': 45664.59}, {'date': '2025-12-12', 'close': 45237.34}, {'date': '2025-12-13', 'close': 44826.08}, {'date': '2025-12-14', 'close': 45651.52}, {'date': '2025-12-15', 'close': 46176.77}, {'date': '2025-12-16', 'close': 46042.61}, {'date': '2025-12-17', 'close': 46783.17}, {'date': '2025-12-18', 'close': 45859.82}, {'date': '2025-12-19', 'close': 46596.95}, {'date': '2025-12-20', 'close': 46403.82}, {'date': '2025-12-21', 'close': 46577.35}, {'date': '2025-12-22', 'close': 45667.1}, {'date': '2025-12-23', 'close': 44781.47}, {'date': '2025-12-24', 'close': 44652.24}, {'date': '2025-12-25', 'close': 45340.23}, {'date': '2025-12-26', 'close': 45621.08}, {'date': '2025-12-27', 'close': 46121.56}, {'date': '2025-12-28', 'close': 45765.06}, {'date': '2025-12-29', 'close': 45497.43}, {'date': '2025-12-30', 'close': 45264.29}, {'date': '2025-12-31', 'close': 45305.56}, {'date': '2026-01-01', 'close': 46125.72}, {'date': '2026-01-02', 'close': 46851.9}, {'date': '2026-01-03', 'close': 47309.09}, {'date': '2026-01-04', 'close': 46667.26}, {'date': '2026-01-05', 'close': 47803.45}, {'date': '2026-01-06', 'close': 47456.12}, {'date': '2026-01-07', 'close': 48868.38}],

